10, [784, 10], 40, 0.05, [0.168], [0.52346939], [0.0185022], [0.15891473], [0.05247525], [0.09775967], [0.28475336], [0.33268482], [0.33268482], [0.04825462], [0.17839445], 
10, [784, 50, 10], 40, 0.05, [0.0818], [0.00102041], [0.00528634], [0.17829457], [0.08316832], [0.06517312], [0.10538117], [0.00972763], [0.00972763], [0.34702259], [0.01288404], 
